Episode,Reward
460.0,-19.41488489247848
461.0,-19.410736043553694
462.0,-19.416628683118155
463.0,-19.402462396286975
464.0,-19.408437772324103
465.0,-19.424353394600864
466.0,-19.400109860654858
467.0,-19.38610876204831
468.0,-19.372247674427825
469.0,-19.358525197683548
470.0,-19.334939945706715
471.0,-19.31159054624965
472.0,-19.308474640787157
473.0,-19.295389894379284
474.0,-19.282435995435492
475.0,-19.27961163548114
476.0,-19.286815519126325
477.0,-19.263947363935063
478.0,-19.241307890295715
479.0,-19.248894811392756
480.0,-19.23640586327883
481.0,-19.204041804646042
482.0,-19.202001386599584
483.0,-19.19998137273359
484.0,-19.177981559006255
485.0,-19.18620174341619
486.0,-19.17433972598203
487.0,-19.14259632872221
488.0,-19.151170365434986
489.0,-19.12965866178064
490.0,-19.128362075162833
491.0,-19.137078454411203
492.0,-19.115707669867092
493.0,-19.11455059316842
494.0,-19.09340508723674
495.0,-19.092471036364373
496.0,-19.11154632600073
497.0,-19.120430862740722
498.0,-19.129226554113313
499.0,-19.14793428857218
500.0,-19.15645494568646
501.0,-19.164890396229595
502.0,-19.1632414922673
503.0,-19.111609077344628
504.0,-19.110492986571185
505.0,-19.089388056705474
506.0,-19.078494176138417
507.0,-19.06770923437703
508.0,-19.067032142033263
509.0,-19.086361820612932
510.0,-19.085498202406804
511.0,-19.084643220382738
512.0,-19.10379678817891
513.0,-19.102758820297122
514.0,-19.07173123209415
515.0,-19.03101391977321
516.0,-18.990703780575476
517.0,-18.98079674276972
518.0,-18.980988775342023
519.0,-18.991178887588603
520.0,-18.97126709871272
521.0,-18.96155442772559
522.0,-18.941938883448337
523.0,-18.962519494613854
524.0,-18.982894299667716
525.0,-18.95306535667104
526.0,-18.95353470310433
527.0,-18.92399935607329
528.0,-18.904759362512557
529.0,-18.92571176888743
530.0,-18.946454651198557
531.0,-18.916990104686572
532.0,-18.897820203639707
533.0,-18.89884200160331
534.0,-18.919853581587276
535.0,-18.910655045771403
536.0,-18.921548495313687
537.0,-18.89233301036055
538.0,-18.893409680256944
539.0,-18.864475583454375
540.0,-18.84583082761983
541.0,-18.827372519343633
542.0,-18.8090987941502
543.0,-18.811007806208696
544.0,-18.772897728146607
545.0,-18.77516875086514
